"","technical_scale","leadership_scale","likeable_scale","learner_scale","education_scale","experience_scale","pt","age","gender","gender_5_TEXT","employment","role","company_size","experience","roles","industry","industry_12_TEXT","risk_aversion_1","risk_aversion_2","risk_aversion_3","risk_aversion_4","risk_aversion_5","risk_aversion_6","Condition","Iteration","source","rating","applicant_gender","applicant_education","stimuli_number"
"328",7,7,7,7,7,7,203,58,"Man",NA,"Employed full time","Operations technician","1,000+ employees","1-2 years","Operations staff","Technology","",1,5,3,1,6,1,"Woman_Nontraditional","Experiment","woman_nontrad_2_1",7,"woman","nontrad","2_1"
"329",6,3,6,4,6,6,227,42,"Man",NA,"Employed full time","IT Analyst Manager","100-500 employees","5-10 years","Interns, web and mobile app developers, web designers, network engineers","Technology","",2,4,5,2,5,3,"Woman_Nontraditional","Experiment","woman_nontrad_2_1",6,"woman","nontrad","2_1"
"330",6,6,7,8,6,7,264,47,"Man",NA,"Employed full time","Project Manager","1,000+ employees","5-10 years","Developer","Technology","",5,6,6,5,5,3,"Woman_Nontraditional","Experiment","woman_nontrad_2_1",7,"woman","nontrad","2_1"
"331",8,5,6,6,9,9,276,32,"Man",NA,"Employed full time","Middle Management, Information Technology Specialist","100-500 employees","3-5 years","Information Technology assistant, Information Technology office support","Technology","",3,5,5,3,5,2,"Woman_Nontraditional","Experiment","woman_nontrad_2_1",9,"woman","nontrad","2_1"
"332",7,4,7,8,2,6,300,45,"Man",NA,"Employed full time","Sales Director","50-100 employees","10+ years","Sales reps, managers, directors, developers. You name it, I've done it.","Technology","",3,7,6,3,5,3,"Woman_Nontraditional","Experiment","woman_nontrad_2_1",6,"woman","nontrad","2_1"
"333",8,5,5,7,5,8,9,31,"Man",NA,"Employed full time","Network Engineer","Less than 50 employees","1-2 years","On-site tech, Account manager","Technology","",4,5,5,5,5,5,"Woman_Nontraditional","Experiment","woman_nontrad_3_1",8,"woman","nontrad","3_1"
"334",9,7,7,7,3,9,35,35,"Man",NA,"Employed full time","Social Media Evaluator","500-1,000 employees","Less than 1 year","none","Other - not listed",NA,5,7,6,6,6,5,"Woman_Nontraditional","Experiment","woman_nontrad_3_1",8,"woman","nontrad","3_1"
"335",7,5,7,7,7,7,56,37,"Man",NA,"Employed full time","accountant","100-500 employees","3-5 years","hr analyst accountant, admins","Financial or information,Professional or business services","",7,6,6,2,7,1,"Woman_Nontraditional","Experiment","woman_nontrad_3_1",7,"woman","nontrad","3_1"
"336",4,7,9,10,7,4,69,58,"Man",NA,"Employed full time","Middle Manager","Less than 50 employees","3-5 years","Technical Engineer ","Technology","",3,5,6,2,5,6,"Woman_Nontraditional","Experiment","woman_nontrad_3_1",7,"woman","nontrad","3_1"
"337",7,6,6,6,6,6,95,35,"Man",NA,"Employed full time","IT Tech","100-500 employees","3-5 years","IT Recruitment","Technology","",4,2,5,6,4,3,"Woman_Nontraditional","Experiment","woman_nontrad_3_1",7,"woman","nontrad","3_1"
"338",8,8,8,8,8,8,114,49,"Man",NA,"Employed full time","Tech lead","1,000+ employees","3-5 years","Desktop engineer, sysadmin","Financial or information,Manufacturing,Professional or business services","",3,5,5,4,5,3,"Woman_Nontraditional","Experiment","woman_nontrad_3_1",8,"woman","nontrad","3_1"
"339",8,10,8,8,9,8,119,45,"Man",NA,"Employed full time","Systems Architect","1,000+ employees","10+ years","System Engineers, NOC Engineers","Technology","",2,5,5,4,6,4,"Woman_Nontraditional","Experiment","woman_nontrad_3_1",8,"woman","nontrad","3_1"
"340",3,3,6,7,1,6,145,34,"Man",NA,"Employed full time","Software","50-100 employees","3-5 years","I've recruited for developers. ","Professional or business services","",3,5,4,2,5,3,"Woman_Nontraditional","Experiment","woman_nontrad_3_1",2,"woman","nontrad","3_1"
"341",5,2,5,5,1,5,160,49,"Woman",NA,"Employed full time","business analyst","1,000+ employees","Less than 1 year","web content specialist","Financial or information","",7,7,7,7,2,7,"Woman_Nontraditional","Experiment","woman_nontrad_3_1",3,"woman","nontrad","3_1"
"342",7,8,8,7,3,9,187,33,"Woman",NA,"Employed full time","engineer","500-1,000 employees","5-10 years","operations, technicians","Other - not listed","scientific research",3,6,6,5,6,6,"Woman_Nontraditional","Experiment","woman_nontrad_3_1",8,"woman","nontrad","3_1"
"343",9,6,8,7,10,9,208,24,"Man",NA,"Employed full time","Mechanical Engineer","100-500 employees","1-2 years","Intern or a junior software engineer
Mid-level software engineer","Other - not listed","Engineering",2,4,5,3,5,2,"Woman_Nontraditional","Experiment","woman_nontrad_3_1",9,"woman","nontrad","3_1"
"344",9,7,10,9,3,10,232,41,"Man",NA,"Employed full time","Senior Engineer","1,000+ employees","5-10 years","Junior Mechanical Engineers","Professional or business services","",4,6,3,2,6,2,"Woman_Nontraditional","Experiment","woman_nontrad_3_1",8,"woman","nontrad","3_1"
"345",5,5,5,5,9,9,252,41,"Non-binary / third gender",NA,"Employed full time","Director, Board Member","100-500 employees","10+ years","All IT roles, All management roles, All accounting roles","Other - not listed","Scientific",2,4,6,6,6,2,"Woman_Nontraditional","Experiment","woman_nontrad_3_1",10,"woman","nontrad","3_1"
"346",6,4,6,5,4,7,267,62,"Man",NA,"Employed full time","content editor","1,000+ employees","10+ years","newspaper journalists","Other - not listed","",3,6,3,5,5,3,"Woman_Nontraditional","Experiment","woman_nontrad_3_1",6,"woman","nontrad","3_1"
"347",9,9,9,9,9,10,286,49,"Woman",NA,"Employed full time","Team Leader","Less than 50 employees","5-10 years","Tech asst, PC Tech, waitstaff","Leisure or hospitality,Technology","",4,6,5,4,5,4,"Woman_Nontraditional","Experiment","woman_nontrad_3_1",9,"woman","nontrad","3_1"
"348",8,7,7,6,7,9,11,33,"Man",NA,"Employed full time","IT manager","100-500 employees","3-5 years","IT support","Technology","",3,5,3,3,5,3,"Woman_Nontraditional","Experiment","woman_nontrad_4_1",7,"woman","nontrad","4_1"
"349",8,8,8,8,8,8,30,42,"Man",NA,"Employed full time","IT Engineer","500-1,000 employees","1-2 years","unloader, line worker, janitorial","Professional or business services,Retail,Transportation, utilities, or wholesale","",5,5,6,6,3,6,"Woman_Nontraditional","Experiment","woman_nontrad_4_1",8,"woman","nontrad","4_1"
"350",7,5,7,7,7,7,56,37,"Man",NA,"Employed full time","accountant","100-500 employees","3-5 years","hr analyst accountant, admins","Financial or information,Professional or business services","",7,6,6,2,7,1,"Woman_Nontraditional","Experiment","woman_nontrad_4_1",8,"woman","nontrad","4_1"
"351",9,8,10,8,10,10,67,47,"Man",NA,"Employed full time","i.t manager","1,000+ employees","10+ years","i.t technicians, engineers, programmers, it helpdesk","Manufacturing","",5,7,7,2,5,4,"Woman_Nontraditional","Experiment","woman_nontrad_4_1",10,"woman","nontrad","4_1"
"352",5,5,5,5,5,5,82,38,"Woman",NA,"Employed full time","microbiologist","100-500 employees","Less than 1 year","na","Professional or business services","",6,5,5,5,4,6,"Woman_Nontraditional","Experiment","woman_nontrad_4_1",5,"woman","nontrad","4_1"
"353",10,10,10,10,10,10,110,34,"Man",NA,"Employed full time","it tech","100-500 employees","10+ years","it tech","Technology","",3,6,6,5,6,2,"Woman_Nontraditional","Experiment","woman_nontrad_4_1",10,"woman","nontrad","4_1"
"354",6,5,5,5,1,7,122,39,"Man",NA,"Employed full time","engineer","50-100 employees","1-2 years","engineer, director","Manufacturing","",4,5,5,4,2,4,"Woman_Nontraditional","Experiment","woman_nontrad_4_1",4,"woman","nontrad","4_1"
"355",9,6,9,7,6,9,136,32,"Woman",NA,"Employed full time","Senior manager","1,000+ employees","3-5 years","data scientist","Health,Technology","",4,6,5,5,3,5,"Woman_Nontraditional","Experiment","woman_nontrad_4_1",8,"woman","nontrad","4_1"
"356",8,5,5,5,5,7,167,58,"Woman",NA,"Employed full time","Software Support Specialist","100-500 employees","10+ years","Office Assistant","Other - not listed","Service Company",3,7,6,5,5,5,"Woman_Nontraditional","Experiment","woman_nontrad_4_1",8,"woman","nontrad","4_1"
"357",9,5,5,7,9,8,180,59,"Man",NA,"Employed full time","Senior Contributor","500-1,000 employees","10+ years","Software Engineer, Tech Pubs, DBA, Release Engineer, Support Engineer, Lab Engineer","Professional or business services,Technology","",3,4,3,2,6,2,"Woman_Nontraditional","Experiment","woman_nontrad_4_1",9,"woman","nontrad","4_1"
"358",6,5,8,7,7,6,213,48,"Man",NA,"Employed full time","Manager","50-100 employees","3-5 years","General IT roles.","Technology","",3,6,5,6,5,6,"Woman_Nontraditional","Experiment","woman_nontrad_4_1",7,"woman","nontrad","4_1"
"359",10,6,10,10,10,8,230,49,"Man",NA,"Employed full time","Office Clerk","100-500 employees","3-5 years","restaurant/LNA ","Professional or business services,Public administration","",7,7,7,4,2,7,"Woman_Nontraditional","Experiment","woman_nontrad_4_1",10,"woman","nontrad","4_1"
"360",7,6,8,6,8,6,273,55,"Man",NA,"Employed full time","sales","500-1,000 employees","3-5 years","sales","Technology","",2,5,3,3,6,2,"Woman_Nontraditional","Experiment","woman_nontrad_4_1",7,"woman","nontrad","4_1"
"361",10,7,7,6,10,10,291,47,"Man",NA,"Employed full time","Entry Level Software Developer","Less than 50 employees","5-10 years","Support Staff","Health","",3,6,5,5,7,3,"Woman_Nontraditional","Experiment","woman_nontrad_4_1",10,"woman","nontrad","4_1"
"362",7,5,6,5,8,9,297,52,"Man",NA,"Employed full time","Managing Partner","Less than 50 employees","3-5 years","Sales, web developer","Retail,Technology","",5,7,6,5,6,5,"Woman_Nontraditional","Experiment","woman_nontrad_4_1",8,"woman","nontrad","4_1"
"363",9,5,5,5,10,7,5,38,"Woman",NA,"Employed full time","Data Analyst","1,000+ employees","10+ years","Sales, Finance, IT","Financial or information,Professional or business services,Technology","",6,7,6,5,6,7,"Woman_Nontraditional","Experiment","woman_nontrad_5_1",10,"woman","nontrad","5_1"
"364",8,8,8,8,8,8,30,42,"Man",NA,"Employed full time","IT Engineer","500-1,000 employees","1-2 years","unloader, line worker, janitorial","Professional or business services,Retail,Transportation, utilities, or wholesale","",5,5,6,6,3,6,"Woman_Nontraditional","Experiment","woman_nontrad_5_1",7,"woman","nontrad","5_1"
"365",2,9,8,7,8,6,46,27,"Man",NA,"Employed full time","IT Manager","100-500 employees","3-5 years","Intern","Manufacturing","",3,3,2,5,6,4,"Woman_Nontraditional","Experiment","woman_nontrad_5_1",4,"woman","nontrad","5_1"
"366",8,8,8,8,7,7,57,64,"Man",NA,"Employed full time","PROJECT MANAGER","1,000+ employees","10+ years","STAFF ENGINEERS","Professional or business services","",3,5,5,4,5,3,"Woman_Nontraditional","Experiment","woman_nontrad_5_1",8,"woman","nontrad","5_1"
"367",10,9,9,9,9,9,77,40,"Man",NA,"Employed full time","biologist","100-500 employees","10+ years","technican
postdoctoral fellow
postbac fellow","Other - not listed","life science",3,6,6,6,6,1,"Woman_Nontraditional","Experiment","woman_nontrad_5_1",8,"woman","nontrad","5_1"
"368",9,6,7,5,0,7,104,39,"Man",NA,"Employed full time","senior team lead","100-500 employees","5-10 years","QA, Dev, IT, Ops, SecOps","Technology","",5,6,5,5,7,6,"Woman_Nontraditional","Experiment","woman_nontrad_5_1",7,"woman","nontrad","5_1"
"369",6,5,5,5,3,6,124,34,"Man",NA,"Employed full time","IT Support tech","500-1,000 employees","1-2 years","I recruited for a windows 7 migration about 10 years ago ","Manufacturing","",6,6,6,6,2,6,"Woman_Nontraditional","Experiment","woman_nontrad_5_1",7,"woman","nontrad","5_1"
"370",8,6,7,6,3,8,142,36,"Man",NA,"Employed full time","Senior Developer","50-100 employees","3-5 years","Junior Developer","Technology","",3,7,5,6,5,3,"Woman_Nontraditional","Experiment","woman_nontrad_5_1",7,"woman","nontrad","5_1"
"371",8,5,6,8,4,7,170,37,"Woman",NA,"Employed full time","Associate Creative Director","1,000+ employees","1-2 years","Audio intern, Production Coordinator","Technology","",4,6,5,3,5,5,"Woman_Nontraditional","Experiment","woman_nontrad_5_1",9,"woman","nontrad","5_1"
"372",8,5,5,5,3,7,188,30,"Non-binary / third gender",NA,"Employed full time","Research Programmer","1,000+ employees","1-2 years","Research Associate (software development related)","Education,Technology","",6,7,7,7,2,7,"Woman_Nontraditional","Experiment","woman_nontrad_5_1",8,"woman","nontrad","5_1"
"373",8,9,8,8,7,8,207,53,"Man",NA,"Employed full time","Project Manager","1,000+ employees","10+ years","Junior and senior development staff","Technology","",5,6,4,5,4,5,"Woman_Nontraditional","Experiment","woman_nontrad_5_1",7,"woman","nontrad","5_1"
"374",10,6,10,10,10,8,230,49,"Man",NA,"Employed full time","Office Clerk","100-500 employees","3-5 years","restaurant/LNA ","Professional or business services,Public administration","",7,7,7,4,2,7,"Woman_Nontraditional","Experiment","woman_nontrad_5_1",8,"woman","nontrad","5_1"
"375",7,7,7,7,6,8,242,47,"Man",NA,"Employed full time","Project Manager","100-500 employees","10+ years","project manager, assistant project manager, software engineer","Professional or business services,Technology","",3,6,6,3,4,2,"Woman_Nontraditional","Experiment","woman_nontrad_5_1",6,"woman","nontrad","5_1"
"376",7,6,8,6,8,6,273,55,"Man",NA,"Employed full time","sales","500-1,000 employees","3-5 years","sales","Technology","",2,5,3,3,6,2,"Woman_Nontraditional","Experiment","woman_nontrad_5_1",6,"woman","nontrad","5_1"
"377",9,6,5,6,7,8,279,48,"Man",NA,"Employed full time","MIS Manager","50-100 employees","3-5 years","IT entry level.","Technology","",2,6,6,2,6,5,"Woman_Nontraditional","Experiment","woman_nontrad_5_1",8,"woman","nontrad","5_1"
"378",7,4,7,8,2,6,300,45,"Man",NA,"Employed full time","Sales Director","50-100 employees","10+ years","Sales reps, managers, directors, developers. You name it, I've done it.","Technology","",3,7,6,3,5,3,"Woman_Nontraditional","Experiment","woman_nontrad_5_1",6,"woman","nontrad","5_1"
"379",8,5,5,7,5,8,9,31,"Man",NA,"Employed full time","Network Engineer","Less than 50 employees","1-2 years","On-site tech, Account manager","Technology","",4,5,5,5,5,5,"Woman_Nontraditional","Experiment","woman_nontrad_6_1",8,"woman","nontrad","6_1"
"380",7,7,5,8,3,10,40,26,"Man",NA,"Employed full time","Software Engineer","500-1,000 employees","Less than 1 year","Software Engineer/Developer","Technology","",5,6,6,5,5,2,"Woman_Nontraditional","Experiment","woman_nontrad_6_1",7,"woman","nontrad","6_1"
"381",10,9,9,9,10,10,47,39,"Man",NA,"Employed full time","IT support","500-1,000 employees","3-5 years","IT","Technology","",3,6,5,5,6,2,"Woman_Nontraditional","Experiment","woman_nontrad_6_1",9,"woman","nontrad","6_1"
"382",9,7,9,8,8,9,65,38,"Woman",NA,"Employed full time","Manager","500-1,000 employees","10+ years","Finance and Insurance 
IT
Human Resources","Financial or information,Professional or business services,Technology","",6,4,7,3,6,5,"Woman_Nontraditional","Experiment","woman_nontrad_6_1",8,"woman","nontrad","6_1"
"383",6,4,5,5,5,5,88,61,"Man",NA,"Employed full time","Continuous Improvement Manager","1,000+ employees","10+ years","QA Engineer, Senior QA Engineer, Release Engineer, Continuous Improvement Trainee, Restaurant Chef, Restaurant Waitress","Manufacturing,Other - not listed","Manufacturing, Software Engineering, Restaurant (Hospitality)...you should have had multiple selections possible.",4,5,5,3,5,2,"Woman_Nontraditional","Experiment","woman_nontrad_6_1",5,"woman","nontrad","6_1"
"384",10,10,10,10,10,10,110,34,"Man",NA,"Employed full time","it tech","100-500 employees","10+ years","it tech","Technology","",3,6,6,5,6,2,"Woman_Nontraditional","Experiment","woman_nontrad_6_1",9,"woman","nontrad","6_1"
"385",6,6,6,6,7,6,132,52,"Man",NA,"Employed full time","Manager","Less than 50 employees","10+ years","I've hired a wide range of people in my 30 years of management. Mostly general labor early on and recently more technician types of employees.","Technology","",5,6,4,5,6,5,"Woman_Nontraditional","Experiment","woman_nontrad_6_1",8,"woman","nontrad","6_1"
"386",9,6,9,7,6,9,136,32,"Woman",NA,"Employed full time","Senior manager","1,000+ employees","3-5 years","data scientist","Health,Technology","",4,6,5,5,3,5,"Woman_Nontraditional","Experiment","woman_nontrad_6_1",8,"woman","nontrad","6_1"
"387",8,3,6,6,3,9,172,41,"Man",NA,"Employed full time","Team Lead Tier 3 Support","100-500 employees","1-2 years","Tier 3 Support Engineer","Financial or information,Professional or business services,Technology","",5,6,5,3,6,5,"Woman_Nontraditional","Experiment","woman_nontrad_6_1",8,"woman","nontrad","6_1"
"388",9,5,5,5,3,8,194,36,"Man",NA,"Employed full time","post doc researcher","1,000+ employees","3-5 years","employee, intern, student, ","Education","",4,5,4,6,4,5,"Woman_Nontraditional","Experiment","woman_nontrad_6_1",7,"woman","nontrad","6_1"
"389",9,6,8,7,10,9,208,24,"Man",NA,"Employed full time","Mechanical Engineer","100-500 employees","1-2 years","Intern or a junior software engineer
Mid-level software engineer","Other - not listed","Engineering",2,4,5,3,5,2,"Woman_Nontraditional","Experiment","woman_nontrad_6_1",8,"woman","nontrad","6_1"
"390",9,2,5,7,7,9,221,48,"Man",NA,"Employed full time","Teacher/Team Lead","500-1,000 employees","3-5 years","Systems Engineer, Developer, Tester, Testing Lead","Technology","",3,6,4,4,6,2,"Woman_Nontraditional","Experiment","woman_nontrad_6_1",9,"woman","nontrad","6_1"
"391",9,5,10,9,4,10,244,22,"Prefer not to say",NA,"Employed full time","Engineer","500-1,000 employees","Less than 1 year","none","Other - not listed","",6,6,7,6,2,7,"Woman_Nontraditional","Experiment","woman_nontrad_6_1",10,"woman","nontrad","6_1"
"392",6,8,6,6,0,7,256,40,"Woman",NA,"Employed full time","Director","100-500 employees","5-10 years","IT; HR; Purchasing, Logistics","Financial or information,Technology","",5,7,6,6,5,5,"Woman_Nontraditional","Experiment","woman_nontrad_6_1",7,"woman","nontrad","6_1"
"393",9,6,5,6,7,8,279,48,"Man",NA,"Employed full time","MIS Manager","50-100 employees","3-5 years","IT entry level.","Technology","",2,6,6,2,6,5,"Woman_Nontraditional","Experiment","woman_nontrad_6_1",8,"woman","nontrad","6_1"
"394",8,4,7,8,8,8,21,31,"Man",NA,"Employed full time","Data Analyst","1,000+ employees","1-2 years","Team Member","Technology","",5,4,5,6,3,5,"Woman_Nontraditional","Experiment","woman_nontrad_7_1",8,"woman","nontrad","7_1"
"395",7,7,5,8,3,10,40,26,"Man",NA,"Employed full time","Software Engineer","500-1,000 employees","Less than 1 year","Software Engineer/Developer","Technology","",5,6,6,5,5,2,"Woman_Nontraditional","Experiment","woman_nontrad_7_1",7,"woman","nontrad","7_1"
"396",8,8,8,8,7,7,57,64,"Man",NA,"Employed full time","PROJECT MANAGER","1,000+ employees","10+ years","STAFF ENGINEERS","Professional or business services","",3,5,5,4,5,3,"Woman_Nontraditional","Experiment","woman_nontrad_7_1",8,"woman","nontrad","7_1"
"397",9,8,8,9,7,8,92,28,"Man",NA,"Employed full time","lead programmer","50-100 employees","1-2 years","programmers","Technology","",1,1,1,1,7,1,"Woman_Nontraditional","Experiment","woman_nontrad_7_1",8,"woman","nontrad","7_1"
"398",10,10,9,10,8,10,99,27,"Non-binary / third gender",NA,"Employed full time","Lab Technician Supervisor","500-1,000 employees","3-5 years","Lab Technician, Lab Assistant","Health","",3,1,2,1,6,1,"Woman_Nontraditional","Experiment","woman_nontrad_7_1",10,"woman","nontrad","7_1"
"399",5,6,6,4,6,3,128,60,"Woman",NA,"Employed full time","Office Manager","Less than 50 employees","5-10 years","accounting positions, office positions. ","Professional or business services,Technology","",3,6,3,5,6,5,"Woman_Nontraditional","Experiment","woman_nontrad_7_1",3,"woman","nontrad","7_1"
"400",7,4,8,8,9,9,155,25,"Man",NA,"Employed full time","Accountant","Less than 50 employees","3-5 years","Software Developer","Technology","",6,5,6,3,5,3,"Woman_Nontraditional","Experiment","woman_nontrad_7_1",9,"woman","nontrad","7_1"
"401",8,5,5,5,5,7,167,58,"Woman",NA,"Employed full time","Software Support Specialist","100-500 employees","10+ years","Office Assistant","Other - not listed","Service Company",3,7,6,5,5,5,"Woman_Nontraditional","Experiment","woman_nontrad_7_1",8,"woman","nontrad","7_1"
"402",9,5,5,7,9,8,180,59,"Man",NA,"Employed full time","Senior Contributor","500-1,000 employees","10+ years","Software Engineer, Tech Pubs, DBA, Release Engineer, Support Engineer, Lab Engineer","Professional or business services,Technology","",3,4,3,2,6,2,"Woman_Nontraditional","Experiment","woman_nontrad_7_1",6,"woman","nontrad","7_1"
"403",7,5,5,5,6,7,199,32,"Woman",NA,"Employed full time","health coach","1,000+ employees","Less than 1 year","fast food cashier","Leisure or hospitality","",4,5,5,4,5,5,"Woman_Nontraditional","Experiment","woman_nontrad_7_1",7,"woman","nontrad","7_1"
"404",9,2,5,7,7,9,221,48,"Man",NA,"Employed full time","Teacher/Team Lead","500-1,000 employees","3-5 years","Systems Engineer, Developer, Tester, Testing Lead","Technology","",3,6,4,4,6,2,"Woman_Nontraditional","Experiment","woman_nontrad_7_1",8,"woman","nontrad","7_1"
"405",8,7,8,8,9,9,247,46,"Man",NA,"Employed full time","Engineering Manager","1,000+ employees","5-10 years","Mechanical Engineers","Manufacturing,Technology","",5,6,6,4,4,5,"Woman_Nontraditional","Experiment","woman_nontrad_7_1",7,"woman","nontrad","7_1"
"406",6,8,6,6,0,7,256,40,"Woman",NA,"Employed full time","Director","100-500 employees","5-10 years","IT; HR; Purchasing, Logistics","Financial or information,Technology","",5,7,6,6,5,5,"Woman_Nontraditional","Experiment","woman_nontrad_7_1",2,"woman","nontrad","7_1"
"407",9,9,9,9,9,10,286,49,"Woman",NA,"Employed full time","Team Leader","Less than 50 employees","5-10 years","Tech asst, PC Tech, waitstaff","Leisure or hospitality,Technology","",4,6,5,4,5,4,"Woman_Nontraditional","Experiment","woman_nontrad_7_1",6,"woman","nontrad","7_1"
"408",8,7,7,6,7,9,11,33,"Man",NA,"Employed full time","IT manager","100-500 employees","3-5 years","IT support","Technology","",3,5,3,3,5,3,"Woman_Nontraditional","Experiment","woman_nontrad_8_1",7,"woman","nontrad","8_1"
"409",9,8,9,8,9,9,19,40,"Non-binary / third gender",NA,"Employed full time","Data Analyst","50-100 employees","10+ years","Everything from customer service to project management and everything in between.","Technology","",7,7,7,7,2,7,"Woman_Nontraditional","Experiment","woman_nontrad_8_1",9,"woman","nontrad","8_1"
"410",6,6,6,7,3,6,55,63,"Man",NA,"Employed full time","IT Tech 2","500-1,000 employees","Less than 1 year","IT Technician","Technology","",5,7,6,5,5,6,"Woman_Nontraditional","Experiment","woman_nontrad_8_1",6,"woman","nontrad","8_1"
"411",4,7,9,10,7,4,69,58,"Man",NA,"Employed full time","Middle Manager","Less than 50 employees","3-5 years","Technical Engineer ","Technology","",3,5,6,2,5,6,"Woman_Nontraditional","Experiment","woman_nontrad_8_1",9,"woman","nontrad","8_1"
"412",6,4,5,5,5,5,88,61,"Man",NA,"Employed full time","Continuous Improvement Manager","1,000+ employees","10+ years","QA Engineer, Senior QA Engineer, Release Engineer, Continuous Improvement Trainee, Restaurant Chef, Restaurant Waitress","Manufacturing,Other - not listed","Manufacturing, Software Engineering, Restaurant (Hospitality)...you should have had multiple selections possible.",4,5,5,3,5,2,"Woman_Nontraditional","Experiment","woman_nontrad_8_1",9,"woman","nontrad","8_1"
"413",10,10,9,10,8,10,99,27,"Non-binary / third gender",NA,"Employed full time","Lab Technician Supervisor","500-1,000 employees","3-5 years","Lab Technician, Lab Assistant","Health","",3,1,2,1,6,1,"Woman_Nontraditional","Experiment","woman_nontrad_8_1",9,"woman","nontrad","8_1"
"414",6,5,5,5,3,6,124,34,"Man",NA,"Employed full time","IT Support tech","500-1,000 employees","1-2 years","I recruited for a windows 7 migration about 10 years ago ","Manufacturing","",6,6,6,6,2,6,"Woman_Nontraditional","Experiment","woman_nontrad_8_1",5,"woman","nontrad","8_1"
"415",7,4,8,8,9,9,155,25,"Man",NA,"Employed full time","Accountant","Less than 50 employees","3-5 years","Software Developer","Technology","",6,5,6,3,5,3,"Woman_Nontraditional","Experiment","woman_nontrad_8_1",6,"woman","nontrad","8_1"
"416",8,5,6,8,4,7,170,37,"Woman",NA,"Employed full time","Associate Creative Director","1,000+ employees","1-2 years","Audio intern, Production Coordinator","Technology","",4,6,5,3,5,5,"Woman_Nontraditional","Experiment","woman_nontrad_8_1",8,"woman","nontrad","8_1"
"417",8,5,5,5,3,7,188,30,"Non-binary / third gender",NA,"Employed full time","Research Programmer","1,000+ employees","1-2 years","Research Associate (software development related)","Education,Technology","",6,7,7,7,2,7,"Woman_Nontraditional","Experiment","woman_nontrad_8_1",9,"woman","nontrad","8_1"
"418",6,5,8,7,7,6,213,48,"Man",NA,"Employed full time","Manager","50-100 employees","3-5 years","General IT roles.","Technology","",3,6,5,6,5,6,"Woman_Nontraditional","Experiment","woman_nontrad_8_1",2,"woman","nontrad","8_1"
"419",7,8,8,8,7,7,219,42,"Man",NA,"Employed full time","Operations Manager","100-500 employees","5-10 years","Personnel and Transportation Supervisors, Mechanical Engineers, Clerical Workers, Drivers, Warehouse Managers ","Manufacturing,Professional or business services","",5,5,6,3,6,3,"Woman_Nontraditional","Experiment","woman_nontrad_8_1",7,"woman","nontrad","8_1"
"420",9,5,10,9,4,10,244,22,"Prefer not to say",NA,"Employed full time","Engineer","500-1,000 employees","Less than 1 year","none","Other - not listed","",6,6,7,6,2,7,"Woman_Nontraditional","Experiment","woman_nontrad_8_1",7,"woman","nontrad","8_1"
"421",7,7,7,7,4,7,262,47,"Man",NA,"Employed full time","Project Manager","100-500 employees","10+ years","software engineer, assistant project manager, project manager","Professional or business services","",4,5,5,3,5,2,"Woman_Nontraditional","Experiment","woman_nontrad_8_1",7,"woman","nontrad","8_1"
"422",8,5,6,6,9,9,276,32,"Man",NA,"Employed full time","Middle Management, Information Technology Specialist","100-500 employees","3-5 years","Information Technology assistant, Information Technology office support","Technology","",3,5,5,3,5,2,"Woman_Nontraditional","Experiment","woman_nontrad_8_1",6,"woman","nontrad","8_1"
"423",7,5,6,5,8,9,297,52,"Man",NA,"Employed full time","Managing Partner","Less than 50 employees","3-5 years","Sales, web developer","Retail,Technology","",5,7,6,5,6,5,"Woman_Nontraditional","Experiment","woman_nontrad_8_1",5,"woman","nontrad","8_1"
"424",9,5,5,5,10,7,5,38,"Woman",NA,"Employed full time","Data Analyst","1,000+ employees","10+ years","Sales, Finance, IT","Financial or information,Professional or business services,Technology","",6,7,6,5,6,7,"Woman_Nontraditional","Experiment","woman_nontrad_9_1",10,"woman","nontrad","9_1"
"425",9,8,9,8,9,9,19,40,"Non-binary / third gender",NA,"Employed full time","Data Analyst","50-100 employees","10+ years","Everything from customer service to project management and everything in between.","Technology","",7,7,7,7,2,7,"Woman_Nontraditional","Experiment","woman_nontrad_9_1",8,"woman","nontrad","9_1"
"426",8,4,7,8,8,8,21,31,"Man",NA,"Employed full time","Data Analyst","1,000+ employees","1-2 years","Team Member","Technology","",5,4,5,6,3,5,"Woman_Nontraditional","Experiment","woman_nontrad_9_1",7,"woman","nontrad","9_1"
"427",10,5,8,6,8,10,75,25,"Woman",NA,"Employed full time","Regulatory Affairs Specialist ","100-500 employees","Less than 1 year","A graduate assistant program","Education","",3,6,6,5,4,7,"Woman_Nontraditional","Experiment","woman_nontrad_9_1",8,"woman","nontrad","9_1"
"428",5,5,5,5,5,5,82,38,"Woman",NA,"Employed full time","microbiologist","100-500 employees","Less than 1 year","na","Professional or business services","",6,5,5,5,4,6,"Woman_Nontraditional","Experiment","woman_nontrad_9_1",4,"woman","nontrad","9_1"
"429",9,6,7,5,0,7,104,39,"Man",NA,"Employed full time","senior team lead","100-500 employees","5-10 years","QA, Dev, IT, Ops, SecOps","Technology","",5,6,5,5,7,6,"Woman_Nontraditional","Experiment","woman_nontrad_9_1",6,"woman","nontrad","9_1"
"430",8,10,8,8,9,8,119,45,"Man",NA,"Employed full time","Systems Architect","1,000+ employees","10+ years","System Engineers, NOC Engineers","Technology","",2,5,5,4,6,4,"Woman_Nontraditional","Experiment","woman_nontrad_9_1",10,"woman","nontrad","9_1"
